date,average,close,high,label,low,minute,notional,numberOfTrades,open,volume
2019-11-01,200.725,200.255,201.0,09:30 AM,200.255,09:30,405463.9,19,200.345,2020
2019-11-01,199.81400000000002,199.8,200.1,09:31 AM,199.715,09:31,29972.1,4,199.715,150
2019-11-01,199.66400000000002,199.645,199.74,09:32 AM,199.59,09:32,177700.9,8,199.6,890
2019-11-01,199.23,199.01,199.45,09:33 AM,199.01,09:33,39846.0,2,199.45,200
2019-11-01,198.861,199.34,199.34,09:34 AM,198.69,09:34,146162.62,11,198.87,735
2019-11-01,199.417,199.46,199.705,09:35 AM,199.1,09:35,558368.93,16,199.1,2800
2019-11-01,199.923,199.97,200.08,09:36 AM,199.78,09:36,106759.01,8,199.78,534
2019-11-01,200.21200000000002,200.45,200.45,09:37 AM,200.04,09:37,118725.57,7,200.04,593
2019-11-01,200.21200000000002,200.37,200.53,09:38 AM,200.085,09:38,157566.565,12,200.51,787
2019-11-01,200.446,200.39,200.53,09:39 AM,200.38,09:39,146926.84,7,200.38,733
2019-11-01,200.005,199.95,200.06,09:40 AM,199.95,09:40,80002.0,3,200.06,400
2019-11-01,199.90599999999998,199.92,199.92,09:41 AM,199.82,09:41,2798.68,2,199.82,14
2019-11-01,200.382,200.385,200.385,09:42 AM,200.38,09:42,20038.25,2,200.38,100
2019-11-01,200.77200000000002,200.81,200.81,09:43 AM,200.71,09:43,32324.31,2,200.71,161
2019-11-01,200.96599999999998,200.88,200.97,09:44 AM,200.88,09:44,21101.4,2,200.97,105
2019-11-01,201.01,201.09,201.09,09:45 AM,200.93,09:45,182919.25,10,201.02,910
2019-11-01,201.088,201.05,201.09,09:46 AM,201.05,09:46,42228.5,2,201.09,210
2019-11-01,201.017,201.025,201.025,09:47 AM,200.93,09:47,27941.38,3,200.93,139
2019-11-01,201.062,200.95,201.29,09:48 AM,200.95,09:48,62329.15,4,201.29,310
2019-11-01,201.063,201.105,201.105,09:49 AM,200.95,09:49,80425.0,4,200.95,400
2019-11-01,201.127,201.315,201.315,09:50 AM,200.99,09:50,488536.58,27,201.09,2429
2019-11-01,201.31,201.18,201.435,09:51 AM,201.18,09:51,151385.485,12,201.435,752
2019-11-01,201.71099999999998,201.81,201.865,09:52 AM,201.35,09:52,83306.61,7,201.35,413
2019-11-01,201.96599999999998,202.42,202.445,09:53 AM,201.855,09:53,174700.705,13,201.86,865
2019-11-01,202.575,202.63,202.65,09:54 AM,202.445,09:54,498131.7,16,202.445,2459
2019-11-01,202.63400000000001,202.39,202.68,09:55 AM,202.39,09:55,174670.71,10,202.6,862
2019-11-01,202.385,202.31,202.43,09:56 AM,202.31,09:56,32583.91,2,202.43,161
2019-11-01,202.25,202.25,202.25,09:57 AM,202.25,09:57,20225.0,1,202.25,100
2019-11-01,202.479,202.53,202.56,09:58 AM,202.42,09:58,125941.95,7,202.425,622
2019-11-01,202.592,202.65,202.65,09:59 AM,202.55,09:59,101296.0,6,202.55,500
2019-11-01,202.583,202.71,202.71,10 AM,202.41,10:00,84477.05,7,202.64,417
2019-11-01,203.082,203.13,203.13,10:01 AM,202.94,10:01,56456.91,4,202.94,278
2019-11-01,203.52,203.79,203.79,10:02 AM,203.1,10:02,114785.51,7,203.125,564
2019-11-01,203.808,203.81,203.83,10:03 AM,203.75,10:03,73574.75,4,203.75,361
2019-11-01,203.43900000000002,203.44,203.56,10:04 AM,203.33,10:04,65507.48,4,203.56,322
2019-11-01,203.483,203.555,203.555,10:05 AM,203.4,10:05,113543.6,5,203.45,558
2019-11-01,203.53,203.53,203.53,10:06 AM,203.53,10:06,8548.26,1,203.53,42
2019-11-01,203.271,203.15,203.29,10:07 AM,203.15,10:07,23579.4,2,203.29,116
2019-11-01,202.975,203.065,203.065,10:08 AM,202.91,10:08,60892.5,3,202.91,300
2019-11-01,202.97,202.97,202.97,10:09 AM,202.97,10:09,20297.0,1,202.97,100
2019-11-01,203.047,203.04,203.09,10:10 AM,202.98,10:10,52995.37,4,202.98,261
2019-11-01,203.229,203.37,203.37,10:11 AM,203.135,10:11,33939.29,2,203.135,167
2019-11-01,203.28,203.28,203.28,10:12 AM,203.28,10:12,20328.0,1,203.28,100
2019-11-01,203.405,203.26,203.48,10:13 AM,203.26,10:13,61021.5,3,203.48,300
2019-11-01,203.196,203.19,203.2,10:14 AM,203.19,10:14,32714.59,2,203.2,161
2019-11-01,203.299,203.29,203.365,10:15 AM,203.24,10:15,52044.51,5,203.295,256
2019-11-01,203.06799999999998,203.0,203.15,10:16 AM,203.0,10:16,30663.21,4,203.15,151
2019-11-01,202.935,202.92,202.95,10:17 AM,202.92,10:17,40587.0,2,202.95,200
2019-11-01,202.7,202.7,202.7,10:18 AM,202.7,10:18,2229.7,1,202.7,11
2019-11-01,202.84900000000002,203.05,203.05,10:19 AM,202.64,10:19,124346.51,7,202.68,613
2019-11-01,203.018,202.97,203.035,10:20 AM,202.97,10:20,81207.0,5,203.035,400
